,FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1,Roadway_EEC,Final_EEC
888,953,889,11,Cumberland Valley ADD,IP20160060,Nov-55,IMPROVE KY 3041 FROM MP 1.5 TO MP 2.0 TO INCREASE SAFETY AND PROVIDE ACCESS TO THUNDER GAP HORSE RACING TRACK. (16CCN),SAFETY(P),Realign Intersection,1,Knox,061-KY-3041  -000,1.5,2.0,Existing,-7.975252591,889,-7.347538431759508,-15.322791022759509
660,494,661,7,Bluegrass ADD,IP20160271,7-192.20,"CONSTRUCT 4-LANE BEREA BYPASS SECTION 2; FROM 150' EAST OF US-25, SE TO KY-21. PHASE 1 - BEREA BYPASS FROM US-25 TO KY-1016.(2004BOPC)(08CCR)(12CCR)(18CCN)",NEW ROUTE(O),Construct Road in New Location,1,Madison,076-US-0025  -000,0.0,3.654,Existing,-81.07428449,661,65.4785403927342,-15.595744097265793
879,902,880,11,Cumberland Valley ADD,IP20150098,,"Address safety issues with vertical & horizontal alignment on US-421 from milepoint 11.600, east of Pilgrims Rest Rd (CR-1007),  to 12.600,  west of Ranger Station Rd (FD-289).",Reconstruction,Modernize Roadway-Rural,1,Jackson,055-US-0421  -000,11.6,12.6,Existing,-0.550275337,880,-15.197231761084801,-15.747507098084801
870,937,871,11,Cumberland Valley ADD,IP20130061,,Address congestion and safety issues on US 421 near its intersection with KY 587 by Jackson County Board of Education and Middle School.,Congestion Management,Improve Intersection,1,Jackson,055-US-0421  -000,10.5,11.1,Existing,-2.797663262,871,-13.038124613149702,-15.835787875149702
63,85,64,1,Purchase ADD,IP20150168,Jan-51,CONSTRUCT A NEW IMPROVEMENT ALLOWING FOR AN OVERPASS FOR PEDESTRIANS CROSSING 16TH STREET GOING TO THE OTHER SIDE OF CAMPUS. MURRAY STATE AND THE CITY ARE IN AGREEMENT WITH THE NEED OF THE IMPROVEMENT. (14CCN) (16CCR),SAFETY(P),Other Improvement Types,1,Calloway,018-CS-1047  -000,1.17,1.6869999999999998,Existing,-34.30866158,64,18.314106691,-15.994554889
863,958,864,11,Cumberland Valley ADD,IP20080609,,Correct substandard roadway geometrics & address safety issues from Mills Cemetery to Knox County/Clay County Line. (Addressed in 1999 KY 11 Corridor Feasibility Study.),Reconstruction,Modernize Roadway-Rural,1,Knox,061-KY-0011  -000,18.293,22.694000000000003,Existing,-0.058277962999999995,864,-16.01649117695497,-16.074769139954967
843,910,844,10,Kentucky River ADD,IP20150359,,I-75 TO MOUNTAIN PARKWAY; RECONSTRUCT KY-11 FROM 0.5 MILE SOUTH OF KY-587 TO 0.65 MILE NORTH OF KY-52 IN BEATTYVILLE AND CONSTRUCT BRIDGE OVER KENTUCKY RIVER.,Reconstruction,Modernize Roadway-Rural,1,Lee,065-KY-0011  -000,1.082,4.798,Existing,-3.1629248519999997,844,-13.319836389050225,-16.482761241050227
18,311,19,1,Purchase ADD,IP20060017,,"Correct substandard roadway geometrics on US 62 from .173 miles east of Shelby Rd / Hayes Rd to KY 1820 to address access safety, and regional connectivity issues.",Reconstruction,Modernize Roadway-Rural,1,Carlisle,020-US-0062  -000,9.3,12.6,Existing,-1.816712282,19,-14.709179505810885,-16.525891787810885
942,831,943,12,Big Sandy ADD,IP20150362,12-1.30,MOUNTAIN PARKWAY CORRIDOR: EXTEND THE FOUR LANE MOUNTAIN PARKWAY FROM THE HEAD OF LEFT FORK OF ABBOTT CREEK TO NEELEY BRANCH ROAD. (SEE 12-1.01 FOR PE & ENV)(14CCR)(16CCR),MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Floyd,036-KY-0114  -000,3.48,7.354,Existing,-11.63126488,943,-4.913094802,-16.544359682
231,377,232,3,Barren River ADD,IP20080138,,Improve safety along KY-163 at Ned Jackson Road in the Hestand area.,Minor Widening,Modernize Roadway-Rural,1,Monroe,086-KY-0163  -000,2.0,4.1,Existing,-1.461152194,232,-15.141608471987213,-16.602760665987212
228,73,229,3,Barren River ADD,IP20080130,,Improve safety and mobility on KY 259 from north of Kyrock Road to the Grayson County Line.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,15.672,22.24,Existing,-1.119132676,229,-15.606121079369426,-16.725253755369426
687,826,688,8,Lake Cumberland ADD,IP20070236,,Improve safety along KY 92 by improve geometrics along the route from US 127 (Court Square) to Jamestown Marina.,Reconstruction,Modernize Roadway-Rural,1,Russell,104-KY-0092  -000,6.999,11.244000000000002,Existing,-4.4480866489999995,688,-12.394451835999996,-16.842538484999995
205,250,206,3,Barren River ADD,IP20060157,,Improve safety on KY 728 from KY 259 to KY 1827.,Reconstruction,Other Improvement Types,1,Edmonson,031-KY-0728  -000,0.0,6.952000000000001,Existing,-1.909943699,206,-15.129192584999998,-17.039136283999998
720,618,721,8,Lake Cumberland ADD,IP20150264,8-394,RAISE GRADE TO PREVENT FLOODING FROM 0.5 MI EAST OF VALLEY VIEW DRIVE TO 0.7 MI W OF KY 1258. (12CCR)(14CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Wayne,116-KY-0092  -000,10.62,13.1,Existing,-2.157942573,721,-14.962422312981339,-17.12036488598134
684,436,685,8,Lake Cumberland ADD,IP20070222,,"Improve safety, mobility, and geometrics on KY 70 between KY 198 at Yosemite to KY 1247 at Science Hill.",Reconstruction,Modernize Roadway-Rural,1,Casey,023-KY-0070  -000,23.608,32.65,Existing,-0.566638295,685,-16.592172326214317,-17.158810621214318
362,132,363,4,Lake Cumberland ADD,IP20150417,12-Apr,IMPROVE SAFETY AND MOBILITY ON KY-61 FROM PITMAN CREEK BRIDGE TO DOC WARD RD (CR 1314). (12CCN)(14CCR)(16CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Green,044-KY-0061  -000,11.113,14.093,Existing,-1.990648964,363,-15.30665693011538,-17.297305894115382
852,830,853,10,Kentucky River ADD,IP20180021,10-209,IMPROVE KY-476 FROM KY-15X IN WALKERTOWN TO NORTH OF WALKER CORNETT ROAD IN WABACO.,RECONSTRUCTION(O),Modernize Roadway-Rural,1,Perry,097-KY-0476  -000,0.0,0.9,Existing,-36.10223843,853,18.597336979628917,-17.504901450371083
760,765,761,9,Huntington-Ashland-Ironton MPO,IP20080545,,"Correct horizontal, vertical and width deficiencies on KY-750 from Pond Run (MP 0.37) to KY-207 (MP 1.595) to improve safety and operational efficiency of roadway.",Reconstruction,Modernize Roadway-Rural,1,Greenup,045-KY-0750  -000,0.37,1.595,Existing,-20.51714474,761,2.9249696889999997,-17.592175050999998
522,827,523,5,Bluegrass ADD,IP20160231,2-May,IMPROVE DRAINAGE ALONG SLICKWAY BRANCH BY EXPANDING WATER SHED BASIN AT JIM BEAM DISTRIBUTION CENTER ON US 421S TO IMPROVE DRAINAGE ISSUES ON COUNTRY LANE. (16CCN),RECONSTRUCTION(O),Maintenance Improvement,1,Franklin,037-US-0421  -000,1.778,2.349,Existing,-2.7394860660000004,523,-15.041937699999998,-17.781423766
7,417,8,1,Purchase ADD,IP20060004,,"Address condition, safety, congestion and future capacity issues from proposed Barlow eastern bypass to proposed LaCenter southern bypass. (See Segment 4 in April 1998 Advance Planning Study)",Major Widening,2 Lane to 4 Lane Divided - Rural,1,Ballard,004-US-0060  -000,7.14,9.73,Existing,0.245900194,8,-18.14195145035481,-17.89605125635481
545,675,546,5,Bluegrass ADD,IP20190143,,Improve safety and level of service on US 421 (Bald Knob Hill) from the end of existing improvements approx. 0.9 miles north of US 127 to KY 12 in Franklin County. MP 5.39 to MP 7.30  5-374.00,,,1,Franklin,037-US-0421  -000,5.39,7.3,Existing,0.112570451,546,-18.234221143000003,-18.121650692000003
965,894,966,12,Big Sandy ADD,IP20190147,,"Address safety concerns, substandard roadway geometrics, and pavement conditions on KY-908 from Reservoir Road to Helen Mills Road. 1.5 miles",Spot Improvement,Local Roadway Improvements,1,Martin,080-KY-0908  -000,6.7,8.2,Existing,0.24945716899999998,966,-18.638191707399997,-18.388734538399998
785,672,786,9,Buffalo Trace ADD,IP20130110,9-8806 / 9-8806.10,RECONSTRUCT KY-8 FROM KY-8C IN GARRISON TO SCAFFOLD LICK ROAD.(14CCN)(16CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Lewis,068-KY-0008  -000,24.016,28.95,Existing,-3.559621677,786,-14.974540216000003,-18.534161893000004
777,573,778,9,Huntington-Ashland-Ironton MPO,IP20110175,,"Correct horizontal, vertical and width deficiencies to improve operational efficiency and systems connectivity of KY-3, beginning at milepoint 5.075 (PV 1215) to milepoint 7.802 (intersection with KY-180).",Safety-Haz-Elm,Modernize Roadway-Rural,1,Boyd,010-KY-0003  -000,5.075,7.8020000000000005,Existing,-4.245719896000001,778,-14.327899660000002,-18.573619556000004
618,578,619,7,Lexington MPO,IP20080430,7-439,"NEW CIRCLE RD: IMPROVE SAFETY AND REDUCE CONGESTION FROM US-68 (HARRODSBURG RD) TO US-60 (VERSAILLES RD). SEE SEGMENTS 2A & 2B IN AUGUST, 1998 ADVANCE PLANNING STUDY.",MINOR WIDENING(O),Modernize Roadway-Rural,1,Fayette,034-KY-0004  -000,2.224,4.335,Existing,-4.770944548,619,-13.950945093375495,-18.721889641375494
894,900,895,11,Cumberland Valley ADD,IP20160152,8-Nov,"UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: LONDON BYPASS, I-75 TO THE HAL ROGERS PARKWAY (SEGMENT 5). (16CCN)",RECONSTRUCTION(O),Arterial to Full Control,3,Laurel,063-KY-0080  -000,11.210999999999999,24.927,Existing,-13.05470931,895,-5.676733445999998,-18.731442756
885,860,886,11,Cumberland Valley ADD,IP20160043,7-Nov,UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: EASTERN APPROACH TO THE ROCKCASTLE RIVER BRIDGE TO I-75 (SEGMENT 4) (16CCN),RECONSTRUCTION(O),Arterial to Full Control,3,Laurel,063-KY-0080  -000,11.210999999999999,24.927,Existing,-13.05470931,886,-5.676733445999998,-18.731442756
154,226,155,2,Pennyrile ADD,IP20100038,2-381,CONSTRUCT NEW CONNECTOR FROM US 41 NEAR THE INDUSTRIAL PARK TO KY 115 SOUTH OF PEMBROKE. (16CCR)(18CCN),NEW ROUTE(O),Improve Railroad Crossing,1,Christian,024-US-0041  -000,2.787,4.396,Existing,-10.28212762,155,-8.493372923999999,-18.775500544
939,956,940,12,Big Sandy ADD,IP20150292,12-154.10 / 12-154.11 / 12-154.16 / 12-154.17 / 12-154.21,INEZ TO WARFIELD (SECTION 2-2): FROM BOOTH FORK TO KY-2031 [STA. 298+00 TO STA. 382+00 (ENGLISH)](16CCR),RELOCATION(O),2 Lane to 4 Lane Divided - Rural,1,Martin,080-KY-0040  -000,16.0,18.0,Existing,-1.609440059,940,-17.17832827861114,-18.78776833761114
311,347,312,4,Lake Cumberland ADD,IP20060236,,"HEARTLAND PARKWAY - UPGRADE US68\KY 55 CORRIDOR FROM KY 1799 (Airport Road) TO MARION C\L. SEE OPTION 2, SEGMENT 5, SECTION F IN 2005 HEARTLAND PARKWAY STUDY.",Minor Widening,Modernize & Widen Roadway-Rural,1,Taylor,109-US-0068  -000,7.404,13.530999999999999,Existing,-3.7317834260000002,312,-15.185251622999994,-18.917035048999995
506,794,507,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160218,5-391.30,IMPROVE OPERATIONAL PERFORMANCE OF THE I-65/KY-480 INTERCHANGE INCLUDING RAMP IMPROVEMENTS AND TURNING LANES. (12CCR)(14CCR)(2014BOP)(16CCR),RECONSTRUCTION(O),Innovative Interchange,1,Bullitt,015-I -0065  -000,115.147,115.93799999999999,Existing,-10.96228389,507,-8.097093072771383,-19.05937696277138
672,679,673,8,Lake Cumberland ADD,IP20000063,,Reconstruction from Columbia Bypass (KY 55) to Green County Line. See Alternate 4 Priority Section in December 2002 scoping study.,Reconstruction,Modernize Roadway-Rural,1,Adair,001-KY-0061  -000,12.213,19.745,Existing,-4.01858561,673,-15.06379678799999,-19.08238239799999
932,935,933,12,Kentucky River ADD,IP20110153,,Curve revisions at three locations between Eagle Road and Cookville Road.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Letcher,067-KY-0931  -000,14.5,16.0,Existing,0.08692049199999999,933,-19.24046784385044,-19.153547351850438
812,582,813,9,FIVCO ADD,IP20160294,,"Carol Malone Boulevard (KY 1) is congested approaching the I-64 interchange area with six intersections operating at LOS D, E, or F. This section carries between 7,720 and 13,620 vpd. Moreover, congestion exists due to lack of an alternative north-south",New Route,Construct Road in New Location,1,Carter,022-KY-0001  -000,11.369000000000002,11.915,Existing,-37.74204821,813,18.380294740576897,-19.361753469423103
453,453,454,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150319,5-373,RECONSTRUCT AND WIDEN WATTERSON TRAIL FROM PLANTSIDE DRIVE TO BLANKENBAKER ROAD. (98CCR),RECONSTRUCTION(O),Install Two-way Left Turn Lane,1,Jefferson,056-KY-1819  -000,10.795,12.811,Existing,-49.81167247,454,30.417508118,-19.394164351999997
585,659,586,6,Bluegrass ADD,IP20150341,Jun-00,CONSTRUCT WEST US-27 CYNTHIANA BYPASS: SECTION THREE FROM US-27 NORTH TO US 62 EAST. (06CCN),BYPASS(O),Construct Road in New Location,2,Harrison,049-US-0062  -000,9.1,10.259,Impacted,-26.30573313,586,6.354686786735488,-19.95104634326451
341,257,342,4,Lake Cumberland ADD,IP20100059,,EXTEND KY 3350 (CAMPBELLSVILLE BYPASS) FROM KY 289 TO US 68 ON THE EAST SIDE OF CAMPBELLSVILLE.,New Route,Construct Road in New Location,3,Taylor,109-KY-3350  -000,2.411,2.6210000000000004,Existing,-19.30871202,342,-0.7601283489999999,-20.068840369
139,376,140,2,Owensboro MPO,IP20080075,,18th Street - Reconstruct to allow for center turn lanes where needed. Project begins at JR Miller Blvd (CS 1262) and ends at Breckenridge St (KY 2155 NB).,Reconstruction,Install Two-way Left Turn Lane,1,Daviess,030-CS-1770  -000,0.8640000000000001,1.3869999999999998,Existing,-42.41375249,140,22.217395743999997,-20.196356746000003
261,235,262,3,Barren River ADD,IP20170034,,Lane departure safety improvements on KY-70 between the KY-79 crossroads and the Edmonson County line.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Butler,016-KY-0070  -000,15.15,29.976999999999997,Existing,-3.272773842,262,-17.166461457000004,-20.439235299000003
905,917,906,12,Big Sandy ADD,IP20080653,8-Dec,CORRECT ROCKFALL HAZARD @ MP 1.80 TO 3.05. (04CCR)(10CCR)(12CCR),ROCKFALL MITIGTN(P),Maintenance Improvement,1,Johnson,058-KY-0321  -000,1.8,3.05,Existing,-2.9106059660000003,906,-17.88231574818408,-20.792921714184082
694,741,695,8,Bluegrass ADD,IP20080494,,Continue ongoing improvements to US 27 Corridor from Somerset to Lexington.  Improve Level Of Service and Safety on US 27 from KY 501 to KY 1247 in Lincoln County.,Major Widening,Modernize Roadway-Rural,1,Lincoln,069-US-0027  -000,7.22,11.169,Existing,-0.077994813,695,-21.10641030224683,-21.18440511524683
329,225,330,4,Lincoln Trail ADD,IP20080155,,"ADDRESS SAFETY, DRAINAGE AND GEOMETRIC DEFICIENCIES ALONG KY 224 FROM US 62 IN CLARKSON TO THE WESTERN KY PARKWAY",Reconstruction,Modernize Roadway-Rural,1,Grayson,043-KY-0224  -000,0.0,0.804,Existing,-21.81756471,330,0.182713334,-21.634851376
169,321,170,2,Owensboro MPO,IP20150313,1-Feb,ADDRESS SUBSTANDARD ROADWAY GEOMETRICS AND SAFETY CONCERNS ON KY 1456 FROM KY 54 TO HAYDEN ROAD. MP 2.778 TO 4.714 (SEE 2-8709.00)(14CCN)(16CCR),SAFETY(P),Modernize Roadway-Rural,1,Daviess,030-KY-1456  -000,2.778,4.7139999999999995,Existing,-27.82520716,170,6.125922921999999,-21.699284238000004
940,915,941,12,Big Sandy ADD,IP20150301,12-1.40,MOUNTAIN PARKWAY CORRIDOR: EXTEND THE FOUR LANE MOUNTAIN PARKWAY FROM NEELEY BRANCH ROAD TO COUNTY ROAD 1386 AT PRESTONSBURG ELEMENTARY SCHOOL. (SEE 12-1.01 FOR PE & ENV)(14CCR)(16CCR),MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Floyd,036-KY-0114  -000,7.354,9.092,Existing,-8.29504082,941,-14.424148776203385,-22.719189596203385
775,513,776,9,Buffalo Trace ADD,IP20110166,9-231 / 9-8904.10,RECONSTRUCT KY-59 FROM KY-9 (AA) IN VANCEBURG TO JUNCTION OF KY-344 MP 18.1 TO MP 23.19.(16CCN)(18CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Lewis,068-KY-0059  -000,18.1,23.19,Existing,-6.681826871,776,-16.118430533822888,-22.800257404822887
891,912,892,11,Cumberland Valley ADD,IP20160142,9-Nov,IMPROVE THE HAL ROGERS PARKWAY TO INTERSTATE STANDARDS FROM 4.0 MI EAST OF KY 192 TO LAUREL/CLAY CO. LINE. (I-75 TO HAZARD) (16CCN)(18CCR),RECONSTRUCTION(O),Arterial to Full Control,1,Laurel,063-HR-9006  -000,7.877000000000001,10.593,Existing,0.0,892,-22.855458724586533,-22.855458724586533
813,744,814,9,Buffalo Trace ADD,IP20160298,,This project would provide a 300 foot right turn lane to accommodate decelerating vehicles. A double 7?ÇÖx16?ÇÖ culvert would be widened due to additional fill needed to widen the roadway. An additional low cost option to this project would be to extend,Safety-Haz-Elm,Improve Intersection,1,Mason,081-KY-0009  -000,10.6,10.9,Existing,-17.23681483,814,-7.081515285913276,-24.318330115913277
787,508,788,9,Gateway ADD,IP20150068,,Improve safety on KY 36 from the intersection with 1-64 to the intersection of KY 965 (Hart Pike) including the curves known as Clear Creek Furnace and Thomas Hill.,Reconstruction,Modernize Roadway-Rural,1,Bath,006-KY-0036  -000,13.4,17.2,Existing,-2.31658184,788,-22.13327205011999,-24.449853890119993
481,800,482,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160019,5-560,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-265 (GENE SNYDER FREEWAY) INTERCHANGE.,RECONSTRUCTION(O),Innovative Interchange,10,Jefferson,056-I -0065  -142,0.0,0.847,Existing,-0.364739091,482,-24.16597476,-24.530713851
644,734,645,7,Bluegrass ADD,IP20150329,1-Jul,EXTEND THE WINCHESTER EAST BYPASS (KY 1958) FROM IRVINE ROAD (KY 89) TO KY 627 SOUTH OF WINCHESTER. (08CCN)(10CCR)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Clark,025-KY-0627  -000,6.3,8.1,Existing,-36.72268166,645,12.078149660999996,-24.644531999
856,884,857,11,Cumberland Valley ADD,IP20060286,,Correct substandard roadway geometrics and address condition and safety issues on US 421 from US 119 to KY 221,Reconstruction,Modernize Roadway-Rural,1,Harlan,048-US-0421  -000,17.107,24.203000000000003,Existing,1.625171093,857,-26.320754506999997,-24.695583413999998
762,587,763,9,Buffalo Trace ADD,IP20080549,7-Sep,RECONSTRUCT KY-57 FROM KY-9 TO FLEMING/LEWIS COUNTY LINE. (14CCN)(16CCR)(18CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Lewis,068-KY-0057  -000,0.0,4.5569999999999995,Existing,-6.276173668999999,763,-18.484870546000003,-24.761044215000002
212,230,213,3,Barren River ADD,IP20060174,3-112.10,SUMMER SHADE BYPASS. (06CCR)(2006BOPC)(08CCR)(12CCR)(14CCR),SPOT IMPROVEMENTS(O),Modernize & Widen Roadway-Rural,1,Metcalfe,085-KY-0090  -000,0.0,3.283,Existing,-4.268105879,213,-20.767322480999997,-25.035428359999997
439,735,440,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150185,5-41.10,SNYDER FREEWAY; RECONSTRUCT I-265/US-60 INTERCHANGE AS A SINGLE POINT URBAN INTERCHANGE AND CONSTRUCT NEEDED IMPROVEMENTS TO CONNECT WITH THE I-265/I-64 INTERCHANGE. (2006BOPC),I-CHANGE RECONST(O),Innovative Interchange,1,Jefferson,056-I -0265  -000,26.5,27.1,Existing,-5.0605825289999995,440,-20.176324152786048,-25.236906681786046
827,440,828,10,Gateway ADD,IP20060266,,Enhance the operational efficiency and improve congestion on US 460 from the intersection of KY 2498 to the intersection of Court Street in West Liberty.,Reconstruction,Major Widening-Urban Streets,1,Morgan,088-US-0460  -000,16.95,17.454,Existing,-28.15028708,828,2.3924747510000004,-25.757812328999997
864,882,865,11,Cumberland Valley ADD,IP20080614,,Address access and safety issues along KY-229 from Levi Jackson State Park Entrance to Conley Road.,Reconstruction,Modernize Roadway-Rural,1,Laurel,063-KY-0229  -000,8.837,9.85,Existing,-9.164329638,865,-16.795138850999997,-25.959468488999995
396,89,397,5,Bluegrass ADD,IP20080179,,Improve safety and level of service on Evergreen Road (KY 1665) from US 127 to US 60 in Franklin County.,Reconstruction,Modernize Roadway-Rural,1,Franklin,037-KY-1665  -000,0.127,3.892,Existing,-24.6565082,397,-1.3798827990000007,-26.036390999
676,772,677,8,Lake Cumberland ADD,IP20040026,,"Reduce congestion and improve safety, capacity, and mobility along KY 90 between the Wayne County line and the new Cumberland River Bridge.",Reconstruction,Modernize Roadway-Rural,1,Pulaski,100-KY-0090  -000,0.0,2.75,Existing,-5.08948649,677,-21.30181419,-26.39130068
303,227,304,4,Lincoln Trail ADD,IP20050036,4-8502.20,IMPROVE US 62 FROM JUST EAST OF BEEHIVE CURVE TO KY 224. CONSTRUCTION SEGMENT 2.,MINOR WIDENING(O),Modernize Roadway-Urban,1,Grayson,043-US-0062  -000,24.5,25.5,Existing,-26.04206139,304,-0.5944968826646315,-26.636558272664633
915,957,916,12,FIVCO ADD,IP20080674,,Improve/widen KY-3398 from KY-3 @ Fallsburg to US-23 @ Fullers to improve safety and to accommodate residential growth and recreational vehicles in this area.,Major Widening,Modernize Roadway-Rural,1,Lawrence,064-KY-3398  -000,0.0,2.289,Existing,-3.291402013,916,-24.048196645,-27.339598658
860,963,861,11,Cumberland Valley ADD,IP20080597,,Correct substandard roadway geometrics and address safety issues from US-421 to Oneida.,Reconstruction,Modernize Roadway-Rural,1,Clay,026-KY-0011  -000,8.891,19.590999999999998,Existing,-1.651102836,861,-26.094087773558524,-27.745190609558524
730,722,731,8,Lake Cumberland ADD,IP20180035,,WIDEN KY 1275 TO FOUR LANES WITH FOUR FOOT SHOULDERS AND FIVE FOOT SIDEWALKS FROM KY 90 TO BELL LANE,,Other Improvement Types,1,Wayne,116-KY-1275  -000,4.0,4.479,Existing,-30.60556105,731,2.71649938,-27.889061669999997
